Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_DBX1_ISH_CS19,N534_131_4.jpg,HuDSeN:354,"Embryo N534, slide 131, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_131_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_139_1.jpg,HuDSeN:354,"Embryo N534, slide 139, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_139_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_155_4.jpg,HuDSeN:354,"Embryo N534, slide 155, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_155_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_163_3.jpg,HuDSeN:354,"Embryo N534, slide 163, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_163_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DLX2_IHC,"11761,12,brain slice 3,12pcw,031_DLX2.svs",HuDSeN:1217,"Fetal brain 11761, slide 31",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,DLX2,NCBITaxon,NM_004405,Santa Cruz Sc-393879,,ENSG00000115844,DLX2,"HDBR_DLX2_IHC/11761,12,brain slice 3,12pcw,031_DLX2.svs",Original experimental image,Brightfield,,DAB,Brain (strong)
HDBR_DLX2_IHC,"11761,12,brain slice 3,12pcw,050_DLX2.svs",HuDSeN:1217,"Fetal brain 11761, slide 50",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,DLX2,NCBITaxon,NM_004405,Santa Cruz Sc-393879,,ENSG00000115844,DLX2,"HDBR_DLX2_IHC/11761,12,brain slice 3,12pcw,050_DLX2.svs",Original experimental image,Brightfield,,DAB,Brain (strong)
HDBR_DLX2_IHC,"11761,12,brain slice 3,12pcw,070_DLX2.svs",HuDSeN:1217,"Fetal brain 11761, slide 70",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,DLX2,NCBITaxon,NM_004405,Santa Cruz Sc-393879,,ENSG00000115844,DLX2,"HDBR_DLX2_IHC/11761,12,brain slice 3,12pcw,070_DLX2.svs",Original experimental image,Brightfield,,DAB,Brain (strong)
HDBR_DMBX1_ISH_CS15,3DView.jpg,HuDSeN:427,3D view,Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/3DView.jpg,3D view of data mapped into a CS15 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_DMBX1_ISH_CS15,3DView.mpg,HuDSeN:427,3D movie,Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/3DView.mpg,3D movie of data mapped into a CS15 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_DMBX1_ISH_CS15,N467_008_1.jpg,HuDSeN:427,"Embryo N467, slide 8, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_008_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_012_2.jpg,HuDSeN:427,"Embryo N467, slide 12, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_012_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_012_3.jpg,HuDSeN:427,"Embryo N467, slide 12, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_012_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_012_4.jpg,HuDSeN:427,"Embryo N467, slide 12, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_012_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_016_1.jpg,HuDSeN:427,"Embryo N467, slide 16, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_016_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_016_2.jpg,HuDSeN:427,"Embryo N467, slide 16, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_016_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_016_3.jpg,HuDSeN:427,"Embryo N467, slide 16, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_016_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_016_4.jpg,HuDSeN:427,"Embryo N467, slide 16, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_016_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_020_1.jpg,HuDSeN:427,"Embryo N467, slide 20, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_020_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_020_3.jpg,HuDSeN:427,"Embryo N467, slide 20, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_020_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_020_4.jpg,HuDSeN:427,"Embryo N467, slide 20, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_020_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_024_1.jpg,HuDSeN:427,"Embryo N467, slide 24, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_024_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_024_2.jpg,HuDSeN:427,"Embryo N467, slide 24, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_024_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_024_4.jpg,HuDSeN:427,"Embryo N467, slide 24, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_024_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_028_1.jpg,HuDSeN:427,"Embryo N467, slide 28, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_028_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_028_2.jpg,HuDSeN:427,"Embryo N467, slide 28, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_028_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_028_3.jpg,HuDSeN:427,"Embryo N467, slide 28, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_028_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_028_4.jpg,HuDSeN:427,"Embryo N467, slide 28, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_028_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_036_1.jpg,HuDSeN:427,"Embryo N467, slide 36, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_036_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_036_2.jpg,HuDSeN:427,"Embryo N467, slide 36, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_036_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_036_3.jpg,HuDSeN:427,"Embryo N467, slide 36, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_036_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_036_4.jpg,HuDSeN:427,"Embryo N467, slide 36, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_036_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS15,N467_040_2.jpg,HuDSeN:427,"Embryo N467, slide 40, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS15/N467_040_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,3DView.jpg,HuDSeN:428,3D view,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/3DView.jpg,3D view of data mapped into a CS19 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_DMBX1_ISH_CS19,3DView.mpg,HuDSeN:428,3D movie,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/3DView.mpg,3D movie of data mapped into a CS19 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_DMBX1_ISH_CS19,N703_01_1.jpg,HuDSeN:428,"Embryo N703, slide 1, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_01_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_06_4.jpg,HuDSeN:428,"Embryo N703, slide 6, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_06_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_26_3.jpg,HuDSeN:428,"Embryo N703, slide 26, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_26_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_31_2.jpg,HuDSeN:428,"Embryo N703, slide 31, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_31_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_36_4.jpg,HuDSeN:428,"Embryo N703, slide 36, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_36_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_41_1.jpg,HuDSeN:428,"Embryo N703, slide 41, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_41_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_46_3.jpg,HuDSeN:428,"Embryo N703, slide 46, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_46_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_51_3.jpg,HuDSeN:428,"Embryo N703, slide 51, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_51_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_56_3.jpg,HuDSeN:428,"Embryo N703, slide 56, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_56_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_61_1.jpg,HuDSeN:428,"Embryo N703, slide 61, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_61_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_66_3.jpg,HuDSeN:428,"Embryo N703, slide 66, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_66_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_76_4.jpg,HuDSeN:428,"Embryo N703, slide 76, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_76_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_81_3.jpg,HuDSeN:428,"Embryo N703, slide 81, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_81_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DMBX1_ISH_CS19,N703_86_3.jpg,HuDSeN:428,"Embryo N703, slide 86, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_172225,,nt 370 - nt 864,ENSG00000197587,DMBX1,HDBR_DMBX1_ISH_CS19/N703_86_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS18,A241_CS18_212_01_EMX1.gif,HuDSeN:236,"Embryo A241, slide 212, section 1",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS18/A241_CS18_212_01_EMX1.gif,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS18,A241_cs18_213_01_emx1.gif,HuDSeN:236,"Embryo A241, slide 213, section 1",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS18/A241_cs18_213_01_emx1.gif,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,3DView.jpg,HuDSeN:562,3D view,Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/3DView.jpg,3D view of data mapped into a CS21 model,,"Red = strong expression, blue = weak expression",,
HDBR_EMX1_ISH_35S_CS21,A219_CS21_167_emx1.jpg,HuDSeN:562,"Embryo A219, slide 167, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_167_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_181_01_EMX1.jpg,HuDSeN:562,"Embryo A219, slide 181, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_181_01_EMX1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_202_01_emx1.jpg,HuDSeN:562,"Embryo A219, slide 202, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_202_01_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_203_01_emx1.jpg,HuDSeN:562,"Embryo A219, slide 203, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_203_01_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_207_01_emx1.jpg,HuDSeN:562,"Embryo A219, slide 207, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_207_01_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_213_01_emx1.jpg,HuDSeN:562,"Embryo A219, slide 213, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_213_01_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_216_01_EMX1.jpg,HuDSeN:562,"Embryo A219, slide 216, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_216_01_EMX1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_220_01_EMX1.jpg,HuDSeN:562,"Embryo A219, slide 220, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_220_01_EMX1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_232_01_emx1.jpg,HuDSeN:562,"Embryo A219, slide 232, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_232_01_emx1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX1_ISH_35S_CS21,A219_CS21_236_01_EMX1.jpg,HuDSeN:562,"Embryo A219, slide 236, section 1",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004097,,nt 730 - nt 1080,ENSG00000135638,EMX1,HDBR_EMX1_ISH_35S_CS21/A219_CS21_236_01_EMX1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS17,A115_CS17_025_EMX-2_1.jpg,HuDSeN:563,"Embryo A115, slide 25",Homo sapiens,NCBITaxon,9606,CS17,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS17/A115_CS17_025_EMX-2_1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS18,A241_cs18_102_02_emx2.jpg,HuDSeN:224,"Embryo A241, slide 102, section 2",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS18/A241_cs18_102_02_emx2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS18,A241_CS18_164_02_emx2.jpg,HuDSeN:224,"Embryo A241, slide 164, section 2",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS18/A241_CS18_164_02_emx2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS18,A241_cs18_203_02_emx2.jpg,HuDSeN:224,"Embryo A241, slide 203, section 2",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS18/A241_cs18_203_02_emx2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS18,A241_CS18_212_02_emx2.jpg,HuDSeN:224,"Embryo A241, slide 212, section 2",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS18/A241_CS18_212_02_emx2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS18,A241_cs18_213_02_EMX2.jpg,HuDSeN:224,"Embryo A241, slide 213, section 2",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS18/A241_cs18_213_02_EMX2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_EMX2_ISH_35S_CS21,3DView.jpg,HuDSeN:564,3D view,Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS21/3DView.jpg,3D view of data mapped into a CS21 model,,"Red = strong expression, blue = weak expression",,
HDBR_EMX2_ISH_35S_CS21,A219_CS21_167_02_EMX2.jpg,HuDSeN:564,"Embryo A219, slide 167, section 2",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_004098,,nt 730 - nt 1501,ENSG00000170370,EMX2,HDBR_EMX2_ISH_35S_CS21/A219_CS21_167_02_EMX2.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
